,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果,特征
4278,气质2018年优雅时尚韩版中长款显瘦潮流毛呢外套h189,女装,外套,外套,"{'n': ['气质', '时尚', '版', '长款', '潮流', '毛呢', '外套'], 'm': ['2018', '年'], 'a': ['优雅', '显瘦'], 'j': ['韩'], 'f': ['中'], 'eng': ['h189']}",[],,韩版中长款显瘦
4279,气质优雅纯色蕾丝衫/雪纺衫休闲修身显瘦2018年韩版潮流时尚百搭,女装,上衣,雪纺衫,"{'n': ['气质', '纯色', '蕾丝', '雪', '纺衫', '潮流', '时尚'], 'a': ['优雅', '显瘦'], 'ng': ['衫'], 'v': ['休闲', '修身', '搭'], 'm': ['2018', '年', '百'], 'nt': ['韩版']}",[],,蕾丝纺衫显瘦
4280,气质修身显瘦大码毛呢格子外套新款时尚中长款风衣A129,女装,外套,风衣,"{'n': ['气质', '大码', '毛呢', '格子', '外套', '新款', '时尚', '风衣'], 'v': ['修身'], 'a': ['显瘦'], 'j': ['中长款'], 'eng': ['A129']}",[],,显瘦大码毛呢
4281,气质名媛2019新款春装女装时髦套装洋气职业时髦裤子时尚两件套潮【DB】h793,女装,套装,套装,"{'n': ['气质', '新款', '春装', '女装', '套装', '洋气', '职业', '裤子', '时尚', '潮'], 'nr': ['名媛', '时髦', '时髦'], 'm': ['2019'], 'l': ['两件套'], 'eng': ['DBh793']}",[],,时髦春装两件套
4282,气质妈妈冬装棉衣连帽中长款翻领棉袄中老年女装大码高档棉服g922,女装,外套,棉服,"{'n': ['气质', '妈妈', '冬装', '棉衣', '连帽', '长款', '棉袄', '女装', '大码', '棉服'], 'f': ['中'], 'v': ['翻领'], 'j': ['中老年'], 'b': ['高档'], 'eng': ['g922']}",[],,棉服连帽中长款
4283,气质宽松女2019春装新款上衣遮肚显瘦长袖衬衫chic韩版打底衬衣潮,女装,上衣,衬衫,"{'n': ['气质', '女', '春装', '新款', '上衣', '长袖', '衬衫', '衬衣', '潮'], 'a': ['宽松', '显瘦'], 'm': ['2019'], 'v': ['遮肚', '打底'], 'eng': ['chic'], 'nt': ['韩版']}",[],,春装遮肚显chic
4284,气质打底a字裙女阔太太连衣裙2019新款假两件中长款长袖拼接-BMDF【DM】,女装,连衣裙,连衣裙,"{'n': ['气质', '字', '阔', '太太', '新款', '假', '长袖'], 'v': ['打底', '拼接'], 'eng': ['a', 'BMDFDM'], 'ng': ['裙'], 'b': ['女'], 'nr': ['连衣裙'], 'm': ['2019', '两件'], 'j': ['中长款']}",[],,字裙女阔中长款
4285,气质时尚优雅翻领长袖印花韩版潮流2018年秋季两件套,女装,套装,两件套,"{'n': ['气质', '时尚', '长袖', '印花', '潮流'], 'a': ['优雅'], 'v': ['翻领'], 'nt': ['韩版'], 'm': ['2018', '年'], 't': ['秋季'], 'l': ['两件套']}",[],,韩版两件套翻领
4286,气质时髦女神范淑女三件套潮春秋时尚套装女装2019秋装新款洋气-BMDF h596,女装,套装,套装,"{'n': ['气质', '女神', '淑女', '潮', '时尚', '套装', '女装', '秋装', '新款', '洋气'], 'nr': ['时髦', '范'], 'nz': ['三件套'], 't': ['春秋'], 'm': ['2019'], 'eng': ['BMDFh596']}",[],,秋装三件套BMDFh
4287,气质街头韩版百搭宽松休闲时尚2019年春季连衣裙显瘦修身,女装,连衣裙,连衣裙,"{'n': ['气质', '版', '时尚'], 's': ['街头'], 'j': ['韩'], 'm': ['百', '2019', '年'], 'v': ['搭', '休闲', '修身'], 'a': ['宽松', '显瘦'], 't': ['春季'], 'nr': ['连衣裙']}",[],,韩版百显瘦修身
4288,气质连衣裙套装女2019春季新款春秋装小个子裙子秋冬两件套潮,女装,连衣裙,连衣裙,"{'n': ['气质', '套装', '女', '新款', '小个子', '裙子', '潮'], 'nr': ['连衣裙', '春秋装'], 'm': ['2019'], 't': ['春季', '秋冬'], 'l': ['两件套']}",[],,春秋装两件套小个子
4289,水晶绒四件套 加厚双面法莱绒印花四件套 保暖绒套件-时尚格调-藏青b204,女装,家纺,四件套,"{'n': ['水晶', '绒', '双面', '印花', '绒', '套件', '时尚', '格调'], 'l': ['四件套', '四件套'], 'nr': ['加厚', '法莱绒', '藏青'], 'v': ['保暖'], 'eng': ['b204']}",[],,四件套法莱绒套件
4290,水滴锁女包2018新款潮挂件女士时尚斜挎妈妈包潮时尚欧美百搭多功能女包CGDZ-4,女装,包包,女包,"{'n': ['水滴', '锁女', '新款', '潮', '挂件', '女士', '时尚', '妈妈', '时尚', '女包'], 'v': ['包', '斜', '挎', '搭'], 'm': ['2018', '百'], 'nr': ['包潮'], 'ns': ['欧美'], 'b': ['多功能'], 'eng': ['CGDZ4']}",[],,女包时尚包潮
4291,水貂绒毛衣半高领针织毛线衫打底衫条纹拼色中长款毛衣百搭,女装,上衣,打底衫,"{'n': ['水貂', '绒毛', '衣半', '高领', '针织', '毛线', '条纹', '拼色', '长款', '毛衣'], 'ng': ['衫', '衫'], 'v': ['打底', '搭'], 'f': ['中'], 'm': ['百']}",[],,衣半拼色中长款
4292,沙滩草帽子女夏天海边大帽檐防晒遮阳出游韩版百搭大沿凉帽太阳夏,女装,日用,帽子,"{'nr': ['沙滩', '夏'], 'n': ['草帽', '子女', '帽檐', '版', '凉帽'], 't': ['夏天'], 's': ['海边'], 'a': ['大'], 'v': ['防晒', '搭大'], 'ns': ['遮阳', '太阳'], 'vn': ['出游'], 'j': ['韩'], 'm': ['百'], 'f': ['沿']}",[],,韩版百搭大沿凉帽
4293,沙滩防晒衣女夏季雪纺开衫薄2018新款中长款大码披肩外搭小外套潮,女装,上衣,开衫,"{'nr': ['沙滩'], 'v': ['防晒', '披肩', '搭'], 'n': ['衣女', '开衫', '新款', '大码', '外套', '潮'], 't': ['夏季'], 'nz': ['雪纺'], 'a': ['薄', '小'], 'm': ['2018'], 'j': ['中长款'], 'f': ['外']}",[],,开衫衣女雪纺
4294,法兰绒睡衣套装2018冬季卡通法兰绒睡衣套装PNDF-3,女装,日用,睡衣,"{'nz': ['法兰绒', '卡通', '法兰绒'], 'n': ['睡衣', '套装', '睡衣', '套装'], 'm': ['2018'], 't': ['冬季'], 'eng': ['PNDF3']}",[],,法兰绒睡衣套装
4295,法兰绒睡衣女士玫瑰花长袖秋冬季保暖甜美可外穿家居服套装,女装,日用,睡衣,"{'nz': ['法兰绒'], 'n': ['睡衣', '女士', '玫瑰花', '长袖', '套装'], 't': ['秋冬季'], 'v': ['保暖', '穿'], 'a': ['甜美'], 'c': ['可外'], 'nr': ['家居服']}",[],,法兰绒可外家居服
4296,法兰绒长袖两件套居家女士休闲保暖加大加肥套装,女装,套装,套装,"{'nz': ['法兰绒'], 'n': ['长袖', '居家', '女士', '套装'], 'l': ['两件套'], 'v': ['休闲', '保暖', '加大'], 'ns': ['加肥']}",[],,法兰绒两件套加肥
4297,法国小众复古加厚针织连衣裙女中长款秋冬2018新款打底毛衣裙【DB】f155,女装,连衣裙,连衣裙,"{'ns': ['法国'], 'a': ['小'], 'ng': ['众'], 'vn': ['复古'], 'nr': ['加厚', '连衣裙', '毛'], 'n': ['针织', '中长款', '新款', '衣裙'], 'b': ['女'], 't': ['秋冬'], 'm': ['2018'], 'v': ['打底'], 'eng': ['DBf155']}",[],,长款DBf打底
4298,法国小众格子连衣裙2019春秋季新款潮流女装复古收腰短裙子两件套,女装,连衣裙,连衣裙,"{'ns': ['法国'], 'a': ['小'], 'ng': ['众'], 'n': ['格子', '新款', '潮流', '女装', '裙子'], 'nr': ['连衣裙'], 'm': ['2019'], 't': ['春秋季'], 'vn': ['复古'], 'v': ['收腰'], 'b': ['短'], 'l': ['两件套']}",[],,收腰两件套春秋季
4299,法国小众连衣裙女2019年春季新款女装小个子维多利亚复古裙【DB】,女装,连衣裙,连衣裙,"{'ns': ['法国', '维多利亚'], 'a': ['小'], 'ng': ['众'], 'nr': ['连衣裙'], 'n': ['女', '新款', '女装', '小个子', '裙'], 'm': ['2019', '年'], 't': ['春季'], 'vn': ['复古'], 'eng': ['DB']}",[],,女年DB小个子
4300,法国小众连衣裙女2019年春季新款女装小个子维多利亚复古裙【DB】f781,女装,连衣裙,连衣裙,"{'ns': ['法国', '维多利亚'], 'a': ['小'], 'ng': ['众'], 'nr': ['连衣裙'], 'n': ['女', '新款', '女装', '小个子', '裙'], 'm': ['2019', '年'], 't': ['春季'], 'vn': ['复古'], 'eng': ['DBf781']}",[],,女年DBf小个子
4301,法国小众连衣裙女秋冬2018新款小清新气质法式复古收腰毛呢裙子【DB】f249,女装,连衣裙,连衣裙,"{'ns': ['法国'], 'a': ['小', '小', '清新'], 'ng': ['众'], 'nr': ['连衣裙'], 'b': ['女'], 't': ['秋冬'], 'm': ['2018'], 'n': ['新款', '气质', '法式', '毛呢', '裙子'], 'vn': ['复古'], 'v': ['收腰'], 'eng': ['DBf249']}",[],,收腰毛呢DBf
4302,法式小众礼服裙黑色蕾丝连衣裙中长款秋冬新款圆领气质修身裙【DB】,女装,连衣裙,连衣裙,"{'n': ['法式', '礼服', '裙', '黑色', '蕾丝', '新款', '圆领', '气质', '裙'], 'a': ['小'], 'ng': ['众'], 'nr': ['连衣裙'], 'j': ['中长款'], 't': ['秋冬'], 'v': ['修身'], 'eng': ['DB']}",[],,蕾丝中长款DB
4303,法式小众礼服裙黑色蕾丝连衣裙中长款秋冬新款圆领气质修身裙【DB】h376,女装,连衣裙,连衣裙,"{'n': ['法式', '礼服', '裙', '黑色', '蕾丝', '新款', '圆领', '气质', '裙'], 'a': ['小'], 'ng': ['众'], 'nr': ['连衣裙'], 'j': ['中长款'], 't': ['秋冬'], 'v': ['修身'], 'eng': ['DBh376']}",[],,蕾丝中长款DBh
4304,法式维多利亚复古裙秋冬2018新款气质收腰显瘦加厚毛呢连衣裙【DB】z221,女装,连衣裙,连衣裙,"{'n': ['法式', '裙', '新款', '气质', '毛呢'], 'ns': ['维多利亚'], 'vn': ['复古'], 't': ['秋冬'], 'm': ['2018'], 'v': ['收腰'], 'a': ['显瘦'], 'nr': ['加厚', '连衣裙'], 'eng': ['DBz221']}",[],,收腰显瘦毛呢
4305,波点上衣女2019春季新款女装长袖衬衣洋气雪纺小衫女衬衫女上衣【DB】,女装,上衣,衬衫,"{'n': ['波点', '上衣', '女', '新款', '女装', '长袖', '衬衣', '洋气', '小衫', '女', '衬衫', '女上衣'], 'm': ['2019'], 't': ['春季'], 'nz': ['雪纺'], 'eng': ['DB']}",[],,波点雪纺小衫女上衣
4306,波点雪纺衫女长袖新款蝴蝶结系带气质上衣喇叭袖洋气小衫gz,女装,上衣,雪纺衫,"{'n': ['波点', '雪纺衫', '女', '长袖', '新款', '蝴蝶结', '系带', '气质', '上衣', '喇叭', '袖', '洋气'], 'nr': ['小衫'], 'eng': ['gz']}",[],,波点纺衫小衫
4307,洋气减龄套装2018秋装大码女装针织衫胖仙女半身裙遮肚两件套c194,女装,裙子,半身裙,"{'n': ['洋气', '套装', '秋装', '大码', '女装', '针织衫', '仙女', '半身裙', '肚'], 'v': ['减龄', '遮'], 'm': ['2018'], 'a': ['胖'], 'l': ['两件套'], 'eng': ['c194']}",[],,秋装减龄大码
4308,洋气大码女装胖mm2019春季新款藏肉气质黑色假两件打底连衣裙【DB】,女装,连衣裙,连衣裙,"{'n': ['洋气', '大码', '女装', '胖', '新款', '肉', '气质', '黑色', '假'], 'eng': ['mm2019', 'DB'], 't': ['春季'], 'j': ['藏'], 'm': ['两件'], 'v': ['打底'], 'nr': ['连衣裙']}",[],,大码mm藏肉
4309,洋气大码秋装女胖mm2018新款腰粗遮肚子连衣裙藏肉胖妹妹宽松-BMDF【DM】【DB】,女装,连衣裙,连衣裙,"{'n': ['洋气', '大码', '秋装', '胖', '新款', '腰', '肚子', '肉', '胖', '妹妹'], 'b': ['女'], 'eng': ['mm2018', 'BMDFDMDB'], 'a': ['粗', '宽松'], 'v': ['遮'], 'nr': ['连衣裙'], 'j': ['藏']}",[],,秋装大码女胖
4310,洋气大码连衣裙秋减龄法国小众阔太太女直筒遮肚子秋冬娃娃裙【DB】,女装,连衣裙,连衣裙,"{'n': ['洋气', '大码', '小众', '阔', '太太', '直筒', '肚子', '娃娃', '裙'], 'nr': ['连衣裙'], 'tg': ['秋'], 'v': ['减龄', '遮'], 'ns': ['法国'], 'b': ['女'], 't': ['秋冬'], 'eng': ['DB']}",[],,大码减龄女直
4311,洋气大码连衣裙秋减龄法国小众阔太太女直筒遮肚子秋冬娃娃裙【DB】h283,女装,连衣裙,连衣裙,"{'n': ['洋气', '大码', '小众', '阔', '太太', '直筒', '肚子', '娃娃', '裙'], 'nr': ['连衣裙'], 'tg': ['秋'], 'v': ['减龄', '遮'], 'ns': ['法国'], 'b': ['女'], 't': ['秋冬'], 'eng': ['DBh283']}",[],,大码减龄女直
4312,洋气套装女2018新款女装卫衣加厚大码韩版时尚休闲两件套BMDF-2,女装,套装,套装,"{'n': ['洋气', '套装', '女', '新款', '女装', '卫衣', '大码', '时尚'], 'm': ['2018'], 'nr': ['加厚'], 'nt': ['韩版'], 'v': ['休闲'], 'l': ['两件套'], 'eng': ['BMDF2']}",[],,卫衣大码韩版
4313,洋气套装胖mm 显瘦休闲两件套 秋冬加肥加大码女装金丝绒运动套装,女装,套装,套装,"{'n': ['洋气', '套装', '胖', '码', '女装', '运动套装'], 'eng': ['mm'], 'a': ['显瘦'], 'v': ['休闲', '加大'], 'l': ['两件套'], 't': ['秋冬'], 'ns': ['加肥'], 'nr': ['金丝绒']}",[],,金丝绒mm显瘦
4314,洋气小立领雪纺衬衫2019春装新款时尚打底百搭上衣【DB】,女装,上衣,衬衫,"{'n': ['洋气', '衬衫', '春装', '新款', '时尚', '上衣'], 'a': ['小'], 'v': ['立领', '打底', '搭'], 'nz': ['雪纺'], 'm': ['2019', '百'], 'eng': ['DB']}",[],,春装立领雪纺
4315,洋气小衫2018新款韩版中长款春季打底衫女百搭上衣,女装,上衣,打底衫,"{'n': ['洋气', '新款', '版', '长款', '上衣'], 'nr': ['小衫'], 'm': ['2018', '百'], 'j': ['韩'], 'f': ['中'], 't': ['春季'], 'v': ['打底', '搭'], 'ng': ['衫'], 'b': ['女']}",[],,小衫韩版中长款
4316,洋气小衫2018新款韩版中长款春季打底衫女百搭上衣h183,女装,上衣,打底衫,"{'n': ['洋气', '新款', '版', '长款', '上衣'], 'nr': ['小衫'], 'm': ['2018', '百'], 'j': ['韩'], 'f': ['中'], 't': ['春季'], 'v': ['打底', '搭'], 'ng': ['衫'], 'b': ['女'], 'eng': ['h183']}",[],,小衫韩版中长款
4317,洋气小衫女2018新款秋冬季加绒加厚打底衫碎花雪纺衬衫长袖遮肚子,女装,上衣,打底衫,"{'n': ['洋气', '小衫', '女', '新款', '碎花', '衬衫', '长袖', '肚子'], 'm': ['2018'], 't': ['秋冬季'], 'nr': ['加绒', '加厚'], 'v': ['打底', '遮'], 'ng': ['衫'], 'nz': ['雪纺']}",[],,小衫加绒雪纺
4318,洋气小衫女2018新款秋冬季打底衫碎花雪纺衬衫长袖遮肚子,女装,上衣,打底衫,"{'n': ['洋气', '小衫', '女', '新款', '碎花', '衬衫', '长袖', '肚子'], 'm': ['2018'], 't': ['秋冬季'], 'v': ['打底', '遮'], 'ng': ['衫'], 'nz': ['雪纺']}",[],,小衫雪纺打底
4319,洋气小衫女2018新款秋冬长袖蕾丝打底衫加绒加厚女气质镂空上衣,女装,上衣,打底衫,"{'n': ['洋气', '小衫', '女', '新款', '长袖', '蕾丝', '气质', '上衣'], 'm': ['2018'], 't': ['秋冬'], 'v': ['打底'], 'nz': ['衫加绒'], 'nr': ['加厚'], 'b': ['女'], 'vn': ['镂空']}",[],,小衫蕾丝加绒
4320,洋气性感镂空紧身蕾丝小衫女2019新款纯色长袖高领网纱打底衫【DB】f861,女装,上衣,打底衫,"{'n': ['洋气', '性感', '蕾丝', '小衫', '女', '新款', '纯色', '长袖', '高领', '网纱'], 'vn': ['镂空'], 'v': ['紧身', '打底'], 'm': ['2019'], 'ng': ['衫'], 'eng': ['DBf861']}",[],,蕾丝小衫网纱
4321,洋气短裤套装女装2019春装新款韩版时尚气质御姐显瘦春季三件套潮h532,女装,裤子,短裤,"{'n': ['洋气', '短裤', '套装', '女装', '春装', '新款', '时尚', '气质', '御姐', '潮'], 'm': ['2019'], 'nt': ['韩版'], 'a': ['显瘦'], 't': ['春季'], 'nz': ['三件套'], 'eng': ['h532']}",[],,春装三件套韩版
4322,洋气网纱打底衫女士长袖2019春秋冬季新款宽松上衣服春装内搭t恤【DB】h752,女装,上衣,打底衫,"{'n': ['洋气', '网纱', '女士', '长袖', '新款', '衣服', '春装', '恤'], 'v': ['打底', '搭'], 'ng': ['衫'], 'm': ['2019'], 't': ['春秋', '冬季'], 'a': ['宽松'], 'f': ['上', '内'], 'eng': ['t', 'DBh752']}",[],,春装网纱DBh
4323,洋气衬衫女2018秋天新款女装时尚雪纺上衣立领小衫黑色长袖女衬衣f547,女装,上衣,衬衫,"{'n': ['洋气', '衬衫', '女', '新款', '女装', '时尚', '上衣', '黑色', '长袖', '衬衣'], 'm': ['2018'], 't': ['秋天'], 'nz': ['雪纺'], 'v': ['立领'], 'nr': ['小衫'], 'b': ['女'], 'eng': ['f547']}",[],,立领雪纺小衫
4324,洋气衬衫女潮2018新款时尚秋冬上衣立领长袖宽松显瘦印花雪纺衬衣 【DB】,女装,上衣,衬衫,"{'n': ['洋气', '衬衫', '女潮', '新款', '时尚', '上衣', '长袖', '印花', '衬衣'], 'm': ['2018'], 't': ['秋冬'], 'v': ['立领'], 'a': ['宽松', '显瘦'], 'nz': ['雪纺'], 'eng': ['DB']}",[],,立领女潮显瘦
4325,洋气衬衫女潮打底衫新款时尚设计感小众雪纺上衣蕾丝衬衣女【DB】g266,女装,上衣,打底衫,"{'n': ['洋气', '衬衫', '女潮', '新款', '时尚', '众雪', '纺', '上衣', '蕾丝', '衬衣', '女'], 'v': ['打底', '感小'], 'ng': ['衫'], 'vn': ['设计'], 'eng': ['DBg266']}",[],,女潮感小众雪纺
4326,洋气赫本风金丝绒套装女2018秋冬新款时尚御姐两件套显瘦气质女神【DB】z264,女装,套装,套装,"{'n': ['洋气', '风', '套装', '女', '新款', '时尚', '御姐', '气质', '女神'], 'ns': ['赫本'], 'nr': ['金丝绒'], 'm': ['2018'], 't': ['秋冬'], 'l': ['两件套'], 'a': ['显瘦'], 'eng': ['DBz264']}",[],,金丝绒御姐两件套
4327,洋气韩版雪纺衫2019春新款显瘦打底衫小衫遮肚子上衣,女装,上衣,打底衫,"{'n': ['洋气', '版', '雪', '纺衫', '新款', '小衫', '肚子', '上衣'], 'j': ['韩'], 'm': ['2019'], 't': ['春'], 'a': ['显瘦'], 'v': ['打底', '遮'], 'ng': ['衫']}",[],,韩版雪纺衫春显瘦
4328,流苏斗篷披肩毛衣外套女夏秋女士条纹开衫针织衫中长款春秋季披风,女装,上衣,开衫,"{'v': ['流苏', '披肩', '披风'], 'n': ['斗篷', '毛衣', '外套', '女士', '条纹', '开衫', '针织衫'], 'b': ['女'], 't': ['夏秋', '春秋季'], 'j': ['中长款']}",[],,开衫针织衫中长款
4329,清新娃娃领蕾丝衬衫女长袖2019春装新款宽松直筒打底减龄雪纺衬衣,女装,上衣,衬衫,"{'a': ['清新', '宽松'], 'n': ['娃娃', '蕾丝', '衬衫', '长袖', '春装', '新款', '直筒', '纺', '衬衣'], 'v': ['领', '打底', '减龄雪'], 'b': ['女'], 'm': ['2019']}",[],,春装蕾丝直筒
4330,清新连帽套头针织衫秋装女2018新款宽松韩版慵懒风毛衣薄g321,女装,上衣,针织衫,"{'a': ['清新', '宽松', '慵懒', '薄'], 'n': ['连帽', '套头', '针织衫', '秋装', '女', '新款', '风', '毛衣'], 'm': ['2018'], 'nt': ['韩版'], 'eng': ['g321']}",[],,秋装连帽套头
4331,清新连帽套头针织衫秋装女2018新款宽松韩版慵懒风毛衣薄h657,女装,上衣,针织衫,"{'a': ['清新', '宽松', '慵懒', '薄'], 'n': ['连帽', '套头', '针织衫', '秋装', '女', '新款', '风', '毛衣'], 'm': ['2018'], 'nt': ['韩版'], 'eng': ['h657']}",[],,秋装连帽套头
4332,渔夫帽女夏天chic韩版潮日系文艺小清新帽子纯色百搭大檐遮阳盆帽,女装,日用,帽子,"{'n': ['渔夫帽', '日系', '文艺', '帽子', '纯色', '盆帽'], 'b': ['女'], 't': ['夏天'], 'eng': ['chic'], 'nt': ['韩版潮'], 'a': ['小', '清新', '大'], 'm': ['百'], 'v': ['搭'], 'ng': ['檐'], 'ns': ['遮阳']}",[],,渔夫帽chic韩版潮
4333,渔夫鞋2018新款刺绣绣花鞋子女编织平底吸汗透气小单鞋麻底女鞋,女装,鞋,单鞋,"{'n': ['渔夫', '鞋', '新款', '刺绣', '绣花鞋', '子女', '编织', '透气', '单鞋', '麻底', '女鞋'], 'm': ['2018'], 't': ['平底'], 'v': ['吸汗'], 'a': ['小']}",[],,单鞋吸汗麻底
4334,港味时尚休闲运动针织套装气质女神洋气2019春装新款两件套【DB】h856,女装,套装,套装,"{'n': ['港味', '时尚', '针织', '套装', '气质', '女神', '洋气', '春装', '新款'], 'v': ['休闲'], 'vn': ['运动'], 'm': ['2019'], 'l': ['两件套'], 'eng': ['DBh856']}",[],,春装港味两件套
4335,港味长袖修身针织连衣裙女秋装2018新款韩版中长款套头打底毛衣裙g408,女装,连衣裙,连衣裙,"{'n': ['港味', '长袖', '针织', '秋装', '新款', '版', '长款', '套头', '衣裙'], 'v': ['修身', '打底'], 'nr': ['连衣裙', '毛'], 'b': ['女'], 'm': ['2018'], 'j': ['韩'], 'f': ['中'], 'eng': ['g408']}",[],,秋装港味韩版
4336,港风ins超火质感斜跨小包包女2019新款韩版风范链条包时尚鳄鱼纹斜跨单肩包SHXB-6,女装,包包,单肩包,"{'n': ['港风', '质感', '小包', '包女', '新款', '风范', '链条', '时尚', '鳄鱼', '单肩'], 'eng': ['ins', 'SHXB6'], 'v': ['超火', '斜', '跨', '包', '斜', '跨', '包'], 'm': ['2019'], 'nt': ['韩版'], 'ng': ['纹']}",[],,单肩港风ins
4337,港风小包包女2018新款潮链条单肩简约百搭斜挎包个性复古,女装,包包,斜挎包,"{'n': ['港风', '小包', '包女', '新款', '潮', '链条', '单肩', '个性'], 'm': ['2018', '百'], 'd': ['简约'], 'v': ['搭'], 'vn': ['斜挎包', '复古']}",[],,斜挎包单肩港风
4338,港风超火豹纹松紧腰紧身皮裤女外穿加绒小羊纹皮打底裤-BMDF,女装,裤子,打底裤,"{'n': ['港风', '豹纹', '腰', '皮裤', '绒', '小羊', '纹皮', '底裤'], 'v': ['超火', '紧身', '穿加', '打'], 'a': ['松紧'], 'b': ['女'], 'f': ['外'], 'eng': ['BMDF']}",[],,港风超火皮裤
4339,港风超火豹纹松紧腰紧身皮裤女外穿加绒打底裤-BMDF,女装,裤子,打底裤,"{'n': ['港风', '豹纹', '腰', '皮裤', '绒', '底裤'], 'v': ['超火', '紧身', '穿加', '打'], 'a': ['松紧'], 'b': ['女'], 'f': ['外'], 'eng': ['BMDF']}",[],,港风超火皮裤
4340,潮流品质高跟小皮鞋女春季2019复古百搭韩版粗跟英伦风单鞋,女装,鞋,单鞋,"{'n': ['潮流', '品质', '小', '皮鞋', '版', '风', '单鞋'], 'a': ['高', '粗'], 'p': ['跟', '跟'], 'b': ['女'], 't': ['春季'], 'm': ['2019', '百'], 'vn': ['复古'], 'v': ['搭'], 'j': ['韩'], 'ns': ['英伦']}",[],,单鞋百搭韩版
4341,潮流拼接气质时尚休闲阔腿裤2018年秋季立体装饰大码裤子g656,女装,裤子,阔腿裤,"{'n': ['潮流', '气质', '时尚', '腿', '立体', '装饰', '大码', '裤子'], 'v': ['拼接', '休闲'], 'a': ['阔'], 'ng': ['裤'], 'm': ['2018', '年'], 't': ['秋季'], 'eng': ['g656']}",[],,阔腿裤年大码
4342,潮流新款舒适睡衣女韩版开衫春秋季长袖草莓甜美亲肤宽松家居服两件套PNDF-4,女装,日用,睡衣,"{'n': ['潮流', '新款', '睡衣', '版', '开衫', '长袖', '草莓', '亲肤'], 'a': ['舒适', '甜美', '宽松'], 'b': ['女'], 'j': ['韩'], 't': ['春秋季'], 'nr': ['家居服'], 'l': ['两件套'], 'eng': ['PNDF4']}",[],,开衫韩版亲肤
4343,火山石塑身衣2018新款美人塑身连体内衣产后收腹提臀美体条纹塑身衣YXFS-4,女装,日用,内衣,"{'n': ['火山石', '塑身', '衣', '新款', '人', '塑身', '衣', '产后', '收腹', '美体', '条纹', '塑身', '衣'], 'm': ['2018'], 'j': ['美'], 'nr': ['连'], 's': ['体内'], 'v': ['提'], 'ng': ['臀'], 'eng': ['YXFS4']}",[],,塑身火山石YXFS
4344,火爆加绒魔术裤女冬2018新款黑色小脚高腰显瘦紧身打底裤外穿黑裤子f352,女装,裤子,打底裤,"{'a': ['火爆', '高', '显瘦', '黑'], 'nr': ['加绒'], 'n': ['魔术', '裤女', '新款', '黑色', '小脚', '腰', '底裤', '裤子'], 't': ['冬'], 'm': ['2018'], 'v': ['紧身', '打', '穿'], 'f': ['外'], 'eng': ['f352']}",[],,外穿加绒裤女
4345,灯笼袖衬衫女士长袖2019春秋冬新款休闲百搭上衣春装红色衬衣,女装,上衣,衬衫,"{'n': ['灯笼', '袖', '衬衫', '女士', '长袖', '新款', '上衣', '春装', '红色', '衬衣'], 'm': ['2019', '百'], 't': ['春秋', '冬'], 'v': ['休闲', '搭']}",[],,春装百搭长袖
4346,灯芯绒裤子哈伦裤女秋九分长裤小脚裤休闲裤宽松条绒萝卜裤,女装,裤子,小脚裤,"{'n': ['灯芯绒', '裤子', '裤女', '长裤', '小脚', '裤', '休闲裤', '条绒', '萝卜', '裤'], 'nrt': ['哈伦'], 't': ['秋'], 'm': ['九分'], 'a': ['宽松']}",[],,条绒裤女秋休闲裤
4347,热卖新品2018休闲单肩包女时尚斜跨女士包包百搭PU小方包大容量,女装,包包,单肩包,"{'v': ['热卖', '休闲', '斜', '跨', '包包', '搭', '包'], 'n': ['新品', '单肩', '包女', '时尚', '女士', '小方', '大容量'], 'm': ['2018', '百'], 'eng': ['PU']}",[],,单肩包女百搭
4348,爆款小白鞋女鞋子2019春季新款韩版百搭时尚平底学生单鞋休闲运动板鞋,女装,鞋,单鞋,"{'v': ['爆款', '搭', '休闲'], 'n': ['小白鞋', '女', '鞋子', '新款', '版', '时尚', '学生', '单鞋', '板鞋'], 'm': ['2019', '百'], 't': ['春季', '平底'], 'j': ['韩'], 'vn': ['运动']}",[],,单鞋爆款小白鞋
4349,牛仔半身裙女2019新款中长款宽松文艺大摆半身裙显瘦时尚长裙,女装,裙子,半身裙,"{'nr': ['牛仔'], 'n': ['半身裙', '女', '新款', '文艺', '半身裙', '时尚', '长裙'], 'm': ['2019'], 'j': ['中长款'], 'a': ['宽松', '大', '显瘦'], 'v': ['摆']}",[],,半身裙中长款显瘦
4350,牛仔外套女2019春秋季短款宽松显瘦韩版时尚修身夹克连帽小外套,女装,外套,外套,"{'nr': ['牛仔'], 'n': ['外套', '女', '版', '时尚', '夹克', '连帽', '小', '外套'], 'm': ['2019'], 't': ['春秋季'], 'b': ['短款'], 'a': ['宽松', '显瘦'], 'j': ['韩'], 'v': ['修身']}",[],,外套短款显瘦
4351,牛仔外套女短款2019春季新款韩版修身上衣BF原宿牛仔衣夹克小清新,女装,外套,外套,"{'nr': ['牛仔', '牛仔衣'], 'n': ['外套', '新款', '上衣', '原宿', '夹克'], 'b': ['女', '短款'], 'm': ['2019'], 't': ['春季'], 'nt': ['韩版'], 'v': ['修身'], 'eng': ['BF'], 'a': ['小', '清新']}",[],,短款韩版BF
